N,P,K,temperature,humidity,ph,rainfall,label
33.32,78.33,18.95,30.98,68.8,6.34,98.32,blackgram
20.19,125.26,208.35,21.27,94.78,6.15,114.53,apple
23.62,15.44,35.94,28.04,57.96,5.18,149.22,mango
104.38,77.32,52.32,28.85,76.56,6.94,189.02,banana
21.57,132.0,209.57,22.93,95.94,5.91,118.75,apple
117.9,49.01,47.9,24.16,83.35,6.98,65.6,cotton
85.82,43.54,49.4,26.68,89.15,6.06,201.55,rice
41.53,79.67,18.17,33.45,68.58,6.61,68.1,blackgram
101.44,21.56,51.65,29.95,92.63,6.69,21.07,muskmelon
99.69,20.49,51.29,26.35,90.22,6.6,53.73,watermelon
99.81,27.3,31.91,26.63,59.44,6.7,164.82,coffee
100.73,18.09,51.28,25.0,85.75,6.15,40.67,watermelon
81.3,50.44,39.72,26.3,78.09,6.22,171.3,jute
49.74,72.13,90.3,16.4,19.53,7.2,65.85,chickpea
77.2,48.83,38.62,26.99,84.28,6.02,187.17,jute
37.0,43.92,19.51,34.63,86.08,6.48,75.13,mungbean
19.02,126.06,204.58,10.98,86.28,5.99,57.07,grapes
81.57,51.81,39.84,24.64,78.56,6.56,170.27,jute
37.81,51.94,27.72,29.3,92.5,6.91,74.33,mungbean
24.84,129.78,208.18,21.48,91.11,6.16,111.66,apple
19.75,133.01,199.88,14.04,81.03,6.89,56.69,grapes
19.01,15.3,30.54,27.94,94.09,6.05,141.86,coconut
26.14,50.93,23.01,26.6,53.42,4.96,125.73,mothbeans
64.38,64.64,20.36,19.64,66.85,6.49,89.89,maize
22.06,17.97,31.42,26.82,90.16,5.61,153.87,coconut
23.68,17.78,40.14,24.73,90.84,6.9,108.9,pomegranate
77.76,45.97,38.93,24.34,79.68,6.31,189.23,jute
100.17,74.02,52.07,28.57,88.75,6.56,167.18,banana
36.09,80.46,24.58,18.47,47.67,6.17,178.2,pigeonpeas
41.96,73.29,19.77,33.61,67.05,6.5,65.26,blackgram
80.11,41.03,42.79,26.36,82.4,5.72,248.95,rice
33.88,69.59,19.41,19.16,40.02,6.44,173.24,pigeonpeas
18.52,20.1,35.79,32.55,50.71,4.57,177.13,mango
18.11,19.35,41.52,23.8,88.51,6.69,121.78,pomegranate
21.67,122.0,206.35,16.24,83.02,5.78,64.78,grapes
21.04,131.49,210.2,22.99,95.21,6.3,117.52,apple
30.18,72.97,20.6,31.56,69.83,6.57,95.22,blackgram
22.36,16.58,12.86,10.66,92.37,6.27,113.64,orange
71.81,54.02,22.37,21.68,63.28,6.15,77.67,maize
103.99,27.34,31.09,26.36,60.1,6.57,153.0,coffee
103.99,18.96,49.25,30.05,94.51,6.78,27.89,muskmelon
30.15,77.48,23.92,22.92,24.95,5.7,113.74,kidneybeans
21.54,124.13,201.53,15.3,87.63,5.7,62.46,grapes
28.39,65.36,27.51,18.48,44.74,6.12,162.84,pigeonpeas
101.57,27.07,32.71,26.27,61.58,6.21,161.04,coffee
18.67,19.8,11.27,14.29,90.35,6.32,119.99,orange
105.55,79.71,52.85,29.35,80.14,6.65,156.14,banana
24.16,19.13,32.76,27.39,50.02,4.73,168.06,mango
19.1,124.41,210.91,15.67,86.42,6.09,62.57,grapes
20.93,77.07,23.99,16.79,64.54,6.53,48.75,lentil
